"ticker","company","price","date"
"EQTY","Equity Group Holdings Limited","35.95","19/11/2020"
"EVRD","Eveready East Africa Limited","0.88","19/11/2020"
"FAHR","STANLIB Fahari Income REIT","5.34","19/11/2020"
"FIRE","Sameer Africa Limited","3.1","19/11/2020"
"FTGH","Flame Tree Group Holdings Limited","1.4","19/11/2020"
"GLD","NewGold Exchange Traded Fund","1,975.00","19/11/2020"
"HAFR","Home Afrika Limited","0.37","19/11/2020"
"HFCK","Housing Finance Company Limited","3.02","19/11/2020"
"I&M","I&M Holdings Plc","43.75","19/11/2020"
"ICDC","Centum Investment Company Limited","16","19/11/2020"
"JUB","Jubilee Holdings Limited","266","19/11/2020"
"KAPC","Kapchorua Tea Company Limited","71.5","19/11/2020"
"KCB","KCB Bank Kenya Limited","35.95","19/11/2020"
"KEGN","Kenya Electricity Generating Co. Ltd.","4.79","19/11/2020"
"KNRE","Kenya Re-Insurance Corporation Ltd","2.14","19/11/2020"
"KPLC","Kenya Power & Lighting Co. Limited","1.62","19/11/2020"
"KPLC-P4","Kenya Power Pref. Shares at 4%","5","19/11/2020"
"KPLC-P7","Kenya Power Pref. Shares at 7%","6","19/11/2020"
"KQ","Kenya Airways Limited","3.83","19/11/2020"
"KUKZ","Kakuzi Limited","365","19/11/2020"
"KURV","Kurwitu Ventures Limited","1,500.00","19/11/2020"
"LIMT","Limuru Tea Company Limited","360","19/11/2020"
"LKL","Longhorn Publishers Limited","4.51","19/11/2020"
"MSC","Mumias Sugar Company Limited","0.28","19/11/2020"
"NBK","National Bank of Kenya Limited","4.12","19/11/2020"
"NBV","Nairobi Business Ventures Ltd","0.71","19/11/2020"
"NIC","NIC Bank Limited","22.55","19/11/2020"
"NMG","Nation Media Group","15.5","19/11/2020"
"NSE","Nairobi Securities Exchange Limited","8.02","19/11/2020"
"OCH","Olympia Capital Holdings Limited","2.2","19/11/2020"
"ORCH","Kenya Orchards Limited","11.05","19/11/2020"
"PAFR","Sanlam Kenya Plc","12","19/11/2020"
"PORT","East African Portland Cement Co. Ltd","14.4","19/11/2020"
"SASN","Sasini Tea and Coffee Limited","17.3","19/11/2020"
"SCAN","ScanGroup Limited","6.08","19/11/2020"
"SCBK","Standard Chartered Bank Limited","150.5","19/11/2020"
"SCOM","Safaricom Limited","31.45","19/11/2020"
"SGL","Standard Group Limited","25.3","19/11/2020"
"TCL","Trans Century Limited","1.23","19/11/2020"
"TOTL","Total Kenya Limited","22.3","19/11/2020"
"TPSE","TPS Eastern Africa (Serena) Limited","14","19/11/2020"
"UCHM","Uchumi Supermarket Limited","0.29","19/11/2020"
"UMME","Umeme Limited","7","19/11/2020"
"UNGA","Unga Group Limited","30.05","19/11/2020"
"WTK","Williamson Tea Kenya Limited","129.5","19/11/2020"
"XPRS","Express Kenya Limited","3.1","19/11/2020"
"ABSA","Absa Bank Kenya Plc","9.58","2020-11-20"
"ARM","ARM Cement Limited","5.55","2020-11-20"
"BAMB","Bamburi Cement Limited","28.20","2020-11-20"
"BAT","British American Tobacco (Kenya) Ltd.","370.00","2020-11-20"
"BERG","Crown Paints Kenya Limited","39.00","2020-11-20"
"BKG","Bank of Kigali Group Limited","13.50","2020-11-20"
"BOC","BOC Kenya Limited","66.00","2020-11-20"
"BRIT","Britam Holdings Limited","7.48","2020-11-20"
"C&G","Car and General (Kenya) Limited","21.80","2020-11-20"
"CABL","East African Cables Limited","1.40","2020-11-20"
"CARB","Carbacid Investments Limited","8.52","2020-11-20"
"CFC","Stanbic Holdings Limited","83.00","2020-11-20"
"CFCI","Liberty Kenya Holdings Limited","7.50","2020-11-20"
"CIC","CIC Insurance Group Limited","2.07","2020-11-20"
"COOP","Co-operative Bank of Kenya Limited","11.65","2020-11-20"
"DCON","Deacons (East Africa) Plc","0.45","2020-11-20"
"DTK","Diamond Trust Bank Kenya Limited","63.25","2020-11-20"
"EABL","East African Breweries Limited","155.00","2020-11-20"
"EGAD","Eaagads Limited","12.70","2020-11-20"
"EQTY","Equity Group Holdings Limited","35.35","2020-11-20"
"EVRD","Eveready East Africa Limited","0.89","2020-11-20"
"FAHR","STANLIB Fahari Income REIT","5.28","2020-11-20"
"FIRE","Sameer Africa Limited","3.09","2020-11-20"
"FTGH","Flame Tree Group Holdings Limited","1.41","2020-11-20"
"GLD","NewGold Exchange Traded Fund","1,975.00","2020-11-20"
"HAFR","Home Afrika Limited","0.40","2020-11-20"
"HFCK","Housing Finance Company Limited","3.17","2020-11-20"
"I&M","I&M Holdings Plc","45.00","2020-11-20"
"ICDC","Centum Investment Company Limited","16.00","2020-11-20"
"JUB","Jubilee Holdings Limited","266.00","2020-11-20"
"KAPC","Kapchorua Tea Company Limited","71.50","2020-11-20"
"KCB","KCB Bank Kenya Limited","36.20","2020-11-20"
"KEGN","Kenya Electricity Generating Co. Ltd.","4.74","2020-11-20"
"KNRE","Kenya Re-Insurance Corporation Ltd","2.12","2020-11-20"
"KPLC","Kenya Power & Lighting Co. Limited","1.61","2020-11-20"
"KPLC-P4","Kenya Power Pref. Shares at 4%","5.00","2020-11-20"
"KPLC-P7","Kenya Power Pref. Shares at 7%","6.00","2020-11-20"
"KQ","Kenya Airways Limited","3.83","2020-11-20"
"KUKZ","Kakuzi Limited","365.00","2020-11-20"
"KURV","Kurwitu Ventures Limited","1,500.00","2020-11-20"
"LIMT","Limuru Tea Company Limited","360.00","2020-11-20"
"LKL","Longhorn Publishers Limited","4.54","2020-11-20"
"MSC","Mumias Sugar Company Limited","0.28","2020-11-20"
"NBK","National Bank of Kenya Limited","4.12","2020-11-20"
"NBV","Nairobi Business Ventures Ltd","0.71","2020-11-20"
"NIC","NIC Bank Limited","22.70","2020-11-20"
"NMG","Nation Media Group","15.50","2020-11-20"
"NSE","Nairobi Securities Exchange Limited","8.12","2020-11-20"
"OCH","Olympia Capital Holdings Limited","2.33","2020-11-20"
"ORCH","Kenya Orchards Limited","11.05","2020-11-20"
"PAFR","Sanlam Kenya Plc","11.60","2020-11-20"
"PORT","East African Portland Cement Co. Ltd","13.00","2020-11-20"
"SASN","Sasini Tea and Coffee Limited","17.10","2020-11-20"
"SCAN","ScanGroup Limited","6.22","2020-11-20"
"SCBK","Standard Chartered Bank Limited","149.25","2020-11-20"
"SCOM","Safaricom Limited","32.00","2020-11-20"
"SGL","Standard Group Limited","25.30","2020-11-20"
"TCL","Trans Century Limited","1.23","2020-11-20"
"TOTL","Total Kenya Limited","22.30","2020-11-20"
"TPSE","TPS Eastern Africa (Serena) Limited","14.00","2020-11-20"
"UCHM","Uchumi Supermarket Limited","0.29","2020-11-20"
"UMME","Umeme Limited","7.14","2020-11-20"
"UNGA","Unga Group Limited","30.05","2020-11-20"
"WTK","Williamson Tea Kenya Limited","129.50","2020-11-20"
"XPRS","Express Kenya Limited","3.10","2020-11-20"
"ABSA","Absa Bank Kenya Plc","9.58","2020-11-21"
"ARM","ARM Cement Limited","5.55","2020-11-21"
"BAMB","Bamburi Cement Limited","28.20","2020-11-21"
"BAT","British American Tobacco (Kenya) Ltd.","370.00","2020-11-21"
"BERG","Crown Paints Kenya Limited","39.00","2020-11-21"
"BKG","Bank of Kigali Group Limited","13.50","2020-11-21"
"BOC","BOC Kenya Limited","66.00","2020-11-21"
"BRIT","Britam Holdings Limited","7.48","2020-11-21"
"C&G","Car and General (Kenya) Limited","21.80","2020-11-21"
"CABL","East African Cables Limited","1.40","2020-11-21"
"CARB","Carbacid Investments Limited","8.52","2020-11-21"
"CFC","Stanbic Holdings Limited","83.00","2020-11-21"
"CFCI","Liberty Kenya Holdings Limited","7.50","2020-11-21"
"CIC","CIC Insurance Group Limited","2.07","2020-11-21"
"COOP","Co-operative Bank of Kenya Limited","11.65","2020-11-21"
"DCON","Deacons (East Africa) Plc","0.45","2020-11-21"
"DTK","Diamond Trust Bank Kenya Limited","63.25","2020-11-21"
"EABL","East African Breweries Limited","155.00","2020-11-21"
"EGAD","Eaagads Limited","12.70","2020-11-21"
"EQTY","Equity Group Holdings Limited","35.35","2020-11-21"
"EVRD","Eveready East Africa Limited","0.89","2020-11-21"
"FAHR","STANLIB Fahari Income REIT","5.28","2020-11-21"
"FIRE","Sameer Africa Limited","3.09","2020-11-21"
"FTGH","Flame Tree Group Holdings Limited","1.41","2020-11-21"
"GLD","NewGold Exchange Traded Fund","1,975.00","2020-11-21"
"HAFR","Home Afrika Limited","0.40","2020-11-21"
"HFCK","Housing Finance Company Limited","3.17","2020-11-21"
"I&M","I&M Holdings Plc","45.00","2020-11-21"
"ICDC","Centum Investment Company Limited","16.00","2020-11-21"
"JUB","Jubilee Holdings Limited","266.00","2020-11-21"
"KAPC","Kapchorua Tea Company Limited","71.50","2020-11-21"
"KCB","KCB Bank Kenya Limited","36.20","2020-11-21"
"KEGN","Kenya Electricity Generating Co. Ltd.","4.74","2020-11-21"
"KNRE","Kenya Re-Insurance Corporation Ltd","2.12","2020-11-21"
"KPLC","Kenya Power & Lighting Co. Limited","1.61","2020-11-21"
"KPLC-P4","Kenya Power Pref. Shares at 4%","5.00","2020-11-21"
"KPLC-P7","Kenya Power Pref. Shares at 7%","6.00","2020-11-21"
"KQ","Kenya Airways Limited","3.83","2020-11-21"
"KUKZ","Kakuzi Limited","365.00","2020-11-21"
"KURV","Kurwitu Ventures Limited","1,500.00","2020-11-21"
"LIMT","Limuru Tea Company Limited","360.00","2020-11-21"
"LKL","Longhorn Publishers Limited","4.54","2020-11-21"
"MSC","Mumias Sugar Company Limited","0.28","2020-11-21"
"NBK","National Bank of Kenya Limited","4.12","2020-11-21"
"NBV","Nairobi Business Ventures Ltd","0.71","2020-11-21"
"NIC","NIC Bank Limited","22.70","2020-11-21"
"NMG","Nation Media Group","15.50","2020-11-21"
"NSE","Nairobi Securities Exchange Limited","8.12","2020-11-21"
"OCH","Olympia Capital Holdings Limited","2.33","2020-11-21"
"ORCH","Kenya Orchards Limited","11.05","2020-11-21"
"PAFR","Sanlam Kenya Plc","11.60","2020-11-21"
"PORT","East African Portland Cement Co. Ltd","13.00","2020-11-21"
"SASN","Sasini Tea and Coffee Limited","17.10","2020-11-21"
"SCAN","ScanGroup Limited","6.22","2020-11-21"
"SCBK","Standard Chartered Bank Limited","149.25","2020-11-21"
"SCOM","Safaricom Limited","32.00","2020-11-21"
"SGL","Standard Group Limited","25.30","2020-11-21"
"TCL","Trans Century Limited","1.23","2020-11-21"
"TOTL","Total Kenya Limited","22.30","2020-11-21"
"TPSE","TPS Eastern Africa (Serena) Limited","14.00","2020-11-21"
"UCHM","Uchumi Supermarket Limited","0.29","2020-11-21"
"UMME","Umeme Limited","7.14","2020-11-21"
"UNGA","Unga Group Limited","30.05","2020-11-21"
"WTK","Williamson Tea Kenya Limited","129.50","2020-11-21"
"XPRS","Express Kenya Limited","3.10","2020-11-21"
"ABSA","Absa Bank Kenya Plc","9.58","2020-11-22"
"ARM","ARM Cement Limited","5.55","2020-11-22"
"BAMB","Bamburi Cement Limited","28.20","2020-11-22"
"BAT","British American Tobacco (Kenya) Ltd.","370.00","2020-11-22"
"BERG","Crown Paints Kenya Limited","39.00","2020-11-22"
"BKG","Bank of Kigali Group Limited","13.50","2020-11-22"
"BOC","BOC Kenya Limited","66.00","2020-11-22"
"BRIT","Britam Holdings Limited","7.48","2020-11-22"
"C&G","Car and General (Kenya) Limited","21.80","2020-11-22"
"CABL","East African Cables Limited","1.40","2020-11-22"
"CARB","Carbacid Investments Limited","8.52","2020-11-22"
"CFC","Stanbic Holdings Limited","83.00","2020-11-22"
"CFCI","Liberty Kenya Holdings Limited","7.50","2020-11-22"
"CIC","CIC Insurance Group Limited","2.07","2020-11-22"
"COOP","Co-operative Bank of Kenya Limited","11.65","2020-11-22"
"DCON","Deacons (East Africa) Plc","0.45","2020-11-22"
"DTK","Diamond Trust Bank Kenya Limited","63.25","2020-11-22"
"EABL","East African Breweries Limited","155.00","2020-11-22"
"EGAD","Eaagads Limited","12.70","2020-11-22"
"EQTY","Equity Group Holdings Limited","35.35","2020-11-22"
"EVRD","Eveready East Africa Limited","0.89","2020-11-22"
"FAHR","STANLIB Fahari Income REIT","5.28","2020-11-22"
"FIRE","Sameer Africa Limited","3.09","2020-11-22"
"FTGH","Flame Tree Group Holdings Limited","1.41","2020-11-22"
"GLD","NewGold Exchange Traded Fund","1,975.00","2020-11-22"
"HAFR","Home Afrika Limited","0.40","2020-11-22"
"HFCK","Housing Finance Company Limited","3.17","2020-11-22"
"I&M","I&M Holdings Plc","45.00","2020-11-22"
"ICDC","Centum Investment Company Limited","16.00","2020-11-22"
"JUB","Jubilee Holdings Limited","266.00","2020-11-22"
"KAPC","Kapchorua Tea Company Limited","71.50","2020-11-22"
"KCB","KCB Bank Kenya Limited","36.20","2020-11-22"
"KEGN","Kenya Electricity Generating Co. Ltd.","4.74","2020-11-22"
"KNRE","Kenya Re-Insurance Corporation Ltd","2.12","2020-11-22"
"KPLC","Kenya Power & Lighting Co. Limited","1.61","2020-11-22"
"KPLC-P4","Kenya Power Pref. Shares at 4%","5.00","2020-11-22"
"KPLC-P7","Kenya Power Pref. Shares at 7%","6.00","2020-11-22"
"KQ","Kenya Airways Limited","3.83","2020-11-22"
"KUKZ","Kakuzi Limited","365.00","2020-11-22"
"KURV","Kurwitu Ventures Limited","1,500.00","2020-11-22"
"LIMT","Limuru Tea Company Limited","360.00","2020-11-22"
"LKL","Longhorn Publishers Limited","4.54","2020-11-22"
"MSC","Mumias Sugar Company Limited","0.28","2020-11-22"
"NBK","National Bank of Kenya Limited","4.12","2020-11-22"
"NBV","Nairobi Business Ventures Ltd","0.71","2020-11-22"
"NIC","NIC Bank Limited","22.70","2020-11-22"
"NMG","Nation Media Group","15.50","2020-11-22"
"NSE","Nairobi Securities Exchange Limited","8.12","2020-11-22"
"OCH","Olympia Capital Holdings Limited","2.33","2020-11-22"
"ORCH","Kenya Orchards Limited","11.05","2020-11-22"
"PAFR","Sanlam Kenya Plc","11.60","2020-11-22"
"PORT","East African Portland Cement Co. Ltd","13.00","2020-11-22"
"SASN","Sasini Tea and Coffee Limited","17.10","2020-11-22"
"SCAN","ScanGroup Limited","6.22","2020-11-22"
"SCBK","Standard Chartered Bank Limited","149.25","2020-11-22"
"SCOM","Safaricom Limited","32.00","2020-11-22"
"SGL","Standard Group Limited","25.30","2020-11-22"
"TCL","Trans Century Limited","1.23","2020-11-22"
"TOTL","Total Kenya Limited","22.30","2020-11-22"
"TPSE","TPS Eastern Africa (Serena) Limited","14.00","2020-11-22"
"UCHM","Uchumi Supermarket Limited","0.29","2020-11-22"
"UMME","Umeme Limited","7.14","2020-11-22"
"UNGA","Unga Group Limited","30.05","2020-11-22"
"WTK","Williamson Tea Kenya Limited","129.50","2020-11-22"
"XPRS","Express Kenya Limited","3.10","2020-11-22"
"ABSA","Absa Bank Kenya Plc","9.54","2020-11-23"
"ARM","ARM Cement Limited","5.55","2020-11-23"
"BAMB","Bamburi Cement Limited","28.00","2020-11-23"
"BAT","British American Tobacco (Kenya) Ltd.","370.00","2020-11-23"
"BERG","Crown Paints Kenya Limited","39.00","2020-11-23"
"BKG","Bank of Kigali Group Limited","13.50","2020-11-23"
"BOC","BOC Kenya Limited","66.00","2020-11-23"
"BRIT","Britam Holdings Limited","7.30","2020-11-23"
"C&G","Car and General (Kenya) Limited","21.60","2020-11-23"
"CABL","East African Cables Limited","1.40","2020-11-23"
"CARB","Carbacid Investments Limited","8.98","2020-11-23"
"CFC","Stanbic Holdings Limited","83.00","2020-11-23"
"CFCI","Liberty Kenya Holdings Limited","7.48","2020-11-23"
"CIC","CIC Insurance Group Limited","2.06","2020-11-23"
"COOP","Co-operative Bank of Kenya Limited","11.50","2020-11-23"
"DCON","Deacons (East Africa) Plc","0.45","2020-11-23"
"DTK","Diamond Trust Bank Kenya Limited","65.00","2020-11-23"
"EABL","East African Breweries Limited","155.00","2020-11-23"
"EGAD","Eaagads Limited","12.70","2020-11-23"
"EQTY","Equity Group Holdings Limited","35.55","2020-11-23"
"EVRD","Eveready East Africa Limited","0.89","2020-11-23"
"FAHR","STANLIB Fahari Income REIT","5.34","2020-11-23"
"FIRE","Sameer Africa Limited","3.18","2020-11-23"
"FTGH","Flame Tree Group Holdings Limited","1.31","2020-11-23"
"GLD","NewGold Exchange Traded Fund","1,975.00","2020-11-23"
"HAFR","Home Afrika Limited","0.39","2020-11-23"
"HFCK","Housing Finance Company Limited","3.07","2020-11-23"
"I&M","I&M Holdings Plc","43.50","2020-11-23"
"ICDC","Centum Investment Company Limited","16.80","2020-11-23"
"JUB","Jubilee Holdings Limited","270.00","2020-11-23"
"KAPC","Kapchorua Tea Company Limited","71.50","2020-11-23"
"KCB","KCB Bank Kenya Limited","36.80","2020-11-23"
"KEGN","Kenya Electricity Generating Co. Ltd.","4.61","2020-11-23"
"KNRE","Kenya Re-Insurance Corporation Ltd","2.14","2020-11-23"
"KPLC","Kenya Power & Lighting Co. Limited","1.60","2020-11-23"
"KPLC-P4","Kenya Power Pref. Shares at 4%","5.00","2020-11-23"
"KPLC-P7","Kenya Power Pref. Shares at 7%","6.00","2020-11-23"
"KQ","Kenya Airways Limited","3.83","2020-11-23"
"KUKZ","Kakuzi Limited","365.00","2020-11-23"
"KURV","Kurwitu Ventures Limited","1,500.00","2020-11-23"
"LIMT","Limuru Tea Company Limited","360.00","2020-11-23"
"LKL","Longhorn Publishers Limited","4.54","2020-11-23"
"MSC","Mumias Sugar Company Limited","0.28","2020-11-23"
"NBK","National Bank of Kenya Limited","4.12","2020-11-23"
"NBV","Nairobi Business Ventures Ltd","0.71","2020-11-23"
"NIC","NIC Bank Limited","22.60","2020-11-23"
"NMG","Nation Media Group","16.00","2020-11-23"
"NSE","Nairobi Securities Exchange Limited","8.00","2020-11-23"
"OCH","Olympia Capital Holdings Limited","2.20","2020-11-23"
"ORCH","Kenya Orchards Limited","11.05","2020-11-23"
"PAFR","Sanlam Kenya Plc","11.00","2020-11-23"
"PORT","East African Portland Cement Co. Ltd","12.00","2020-11-23"
"SASN","Sasini Tea and Coffee Limited","17.10","2020-11-23"
"SCAN","ScanGroup Limited","6.00","2020-11-23"
"SCBK","Standard Chartered Bank Limited","150.75","2020-11-23"
"SCOM","Safaricom Limited","32.00","2020-11-23"
"SGL","Standard Group Limited","25.30","2020-11-23"
"TCL","Trans Century Limited","1.22","2020-11-23"
"TOTL","Total Kenya Limited","22.30","2020-11-23"
"TPSE","TPS Eastern Africa (Serena) Limited","14.00","2020-11-23"
"UCHM","Uchumi Supermarket Limited","0.29","2020-11-23"
"UMME","Umeme Limited","7.14","2020-11-23"
"UNGA","Unga Group Limited","30.05","2020-11-23"
"WTK","Williamson Tea Kenya Limited","130.00","2020-11-23"
"XPRS","Express Kenya Limited","3.00","2020-11-23"
"ABSA","Absa Bank Kenya Plc","9.40","2020-11-24"
"ARM","ARM Cement Limited","5.55","2020-11-24"
"BAMB","Bamburi Cement Limited","28.15","2020-11-24"
"BAT","British American Tobacco (Kenya) Ltd.","370.00","2020-11-24"
"BERG","Crown Paints Kenya Limited","40.00","2020-11-24"
"BKG","Bank of Kigali Group Limited","13.50","2020-11-24"
"BOC","BOC Kenya Limited","66.00","2020-11-24"
"BRIT","Britam Holdings Limited","7.48","2020-11-24"
"C&G","Car and General (Kenya) Limited","21.60","2020-11-24"
"CABL","East African Cables Limited","1.30","2020-11-24"
"CARB","Carbacid Investments Limited","9.00","2020-11-24"
"CFC","Stanbic Holdings Limited","83.00","2020-11-24"
"CFCI","Liberty Kenya Holdings Limited","7.50","2020-11-24"
"CIC","CIC Insurance Group Limited","2.08","2020-11-24"
"COOP","Co-operative Bank of Kenya Limited","11.50","2020-11-24"
"DCON","Deacons (East Africa) Plc","0.45","2020-11-24"
"DTK","Diamond Trust Bank Kenya Limited","63.00","2020-11-24"
"EABL","East African Breweries Limited","155.00","2020-11-24"
"EGAD","Eaagads Limited","12.70","2020-11-24"
"EQTY","Equity Group Holdings Limited","35.65","2020-11-24"
"EVRD","Eveready East Africa Limited","0.97","2020-11-24"
"FAHR","STANLIB Fahari Income REIT","5.30","2020-11-24"
"FIRE","Sameer Africa Limited","3.28","2020-11-24"
"FTGH","Flame Tree Group Holdings Limited","1.31","2020-11-24"
"GLD","NewGold Exchange Traded Fund","1,975.00","2020-11-24"
"HAFR","Home Afrika Limited","0.42","2020-11-24"
"HFCK","Housing Finance Company Limited","3.09","2020-11-24"
"I&M","I&M Holdings Plc","43.50","2020-11-24"
"ICDC","Centum Investment Company Limited","17.95","2020-11-24"
"JUB","Jubilee Holdings Limited","270.00","2020-11-24"
"KAPC","Kapchorua Tea Company Limited","71.50","2020-11-24"
"KCB","KCB Bank Kenya Limited","37.20","2020-11-24"
"KEGN","Kenya Electricity Generating Co. Ltd.","4.56","2020-11-24"
"KNRE","Kenya Re-Insurance Corporation Ltd","2.10","2020-11-24"
"KPLC","Kenya Power & Lighting Co. Limited","1.59","2020-11-24"
"KPLC-P4","Kenya Power Pref. Shares at 4%","5.00","2020-11-24"
"KPLC-P7","Kenya Power Pref. Shares at 7%","6.00","2020-11-24"
"KQ","Kenya Airways Limited","3.83","2020-11-24"
"KUKZ","Kakuzi Limited","365.00","2020-11-24"
"KURV","Kurwitu Ventures Limited","1,500.00","2020-11-24"
"LIMT","Limuru Tea Company Limited","360.00","2020-11-24"
"LKL","Longhorn Publishers Limited","4.50","2020-11-24"
"MSC","Mumias Sugar Company Limited","0.28","2020-11-24"
"NBK","National Bank of Kenya Limited","4.12","2020-11-24"
"NBV","Nairobi Business Ventures Ltd","0.71","2020-11-24"
"NIC","NIC Bank Limited","22.60","2020-11-24"
"NMG","Nation Media Group","16.25","2020-11-24"
"NSE","Nairobi Securities Exchange Limited","8.00","2020-11-24"
"OCH","Olympia Capital Holdings Limited","2.02","2020-11-24"
"ORCH","Kenya Orchards Limited","11.05","2020-11-24"
"PAFR","Sanlam Kenya Plc","11.50","2020-11-24"
"PORT","East African Portland Cement Co. Ltd","12.00","2020-11-24"
"SASN","Sasini Tea and Coffee Limited","17.10","2020-11-24"
"SCAN","ScanGroup Limited","6.20","2020-11-24"
"SCBK","Standard Chartered Bank Limited","147.25","2020-11-24"
"SCOM","Safaricom Limited","31.70","2020-11-24"
"SGL","Standard Group Limited","25.30","2020-11-24"
"TCL","Trans Century Limited","1.22","2020-11-24"
"TOTL","Total Kenya Limited","22.40","2020-11-24"
"TPSE","TPS Eastern Africa (Serena) Limited","13.65","2020-11-24"
"UCHM","Uchumi Supermarket Limited","0.29","2020-11-24"
"UMME","Umeme Limited","7.14","2020-11-24"
"UNGA","Unga Group Limited","30.05","2020-11-24"
"WTK","Williamson Tea Kenya Limited","128.50","2020-11-24"
"XPRS","Express Kenya Limited","3.00","2020-11-24"
"ABSA","Absa Bank Kenya Plc","9.40","2020-11-25"
"ARM","ARM Cement Limited","5.55","2020-11-25"
"BAMB","Bamburi Cement Limited","28.10","2020-11-25"
"BAT","British American Tobacco Kenya","370.00","2020-11-25"
"BERG","Crown Paints Kenya Limited","40.00","2020-11-25"
"BKG","Bank of Kigali Group Limited","14.00","2020-11-25"
"BOC","BOC Kenya Limited","66.00","2020-11-25"
"BRIT","Britam Holdings Limited","7.42","2020-11-25"
"C&G","Car and General Kenya Limited","21.60","2020-11-25"
"CABL","East African Cables Limited","1.40","2020-11-25"
"CARB","Carbacid Investments Limited","9.06","2020-11-25"
"CFC","Stanbic Holdings Limited","83.00","2020-11-25"
"CFCI","Liberty Kenya Holdings Limited","7.50","2020-11-25"
"CIC","CIC Insurance Group Limited","2.06","2020-11-25"
"COOP","Co-operative Bank of Kenya Limited","11.65","2020-11-25"
"DCON","Deacons East Africa Plc","0.45","2020-11-25"
"DTK","Diamond Trust Bank Kenya Limited","63.50","2020-11-25"
"EABL","East African Breweries Limited","155.00","2020-11-25"
"EGAD","Eaagads Limited","12.70","2020-11-25"
"EQTY","Equity Group Holdings Limited","35.65","2020-11-25"
"EVRD","Eveready East Africa Limited","0.99","2020-11-25"
"FAHR","STANLIB Fahari Income REIT","5.34","2020-11-25"
"FIRE","Sameer Africa Limited","3.09","2020-11-25"
"FTGH","Flame Tree Group Holdings Limited","1.40","2020-11-25"
"GLD","NewGold Exchange Traded Fund","1,915.00","2020-11-25"
"HAFR","Home Afrika Limited","0.38","2020-11-25"
"HFCK","Housing Finance Company Limited","3.00","2020-11-25"
"I&M","I&M Holdings Plc","43.50","2020-11-25"
"ICDC","Centum Investment Company Limited","17.85","2020-11-25"
"JUB","Jubilee Holdings Limited","270.00","2020-11-25"
"KAPC","Kapchorua Tea Company Limited","71.50","2020-11-25"
"KCB","KCB Bank Kenya Limited","37.60","2020-11-25"
"KEGN","Kenya Electricity Generating Co. Ltd.","4.63","2020-11-25"
"KNRE","Kenya Re-Insurance Corporation Ltd","2.10","2020-11-25"
"KPLC","Kenya Power & Lighting Co. Limited","1.57","2020-11-25"
"KPLC-P4","Kenya Power Pref. Shares at 4%","5.00","2020-11-25"
"KPLC-P7","Kenya Power Pref. Shares at 7%","6.00","2020-11-25"
"KQ","Kenya Airways Limited","3.83","2020-11-25"
"KUKZ","Kakuzi Limited","365.00","2020-11-25"
"KURV","Kurwitu Ventures Limited","1,500.00","2020-11-25"
"LIMT","Limuru Tea Company Limited","360.00","2020-11-25"
"LKL","Longhorn Publishers Limited","4.54","2020-11-25"
"MSC","Mumias Sugar Company Limited","0.28","2020-11-25"
"NBK","National Bank of Kenya Limited","4.12","2020-11-25"
"NBV","Nairobi Business Ventures Ltd","0.71","2020-11-25"
"NIC","NIC Bank Limited","22.60","2020-11-25"
"NMG","Nation Media Group","16.00","2020-11-25"
"NSE","Nairobi Securities Exchange Limited","8.00","2020-11-25"
"OCH","Olympia Capital Holdings Limited","2.02","2020-11-25"
"ORCH","Kenya Orchards Limited","11.05","2020-11-25"
"PAFR","Sanlam Kenya Plc","11.50","2020-11-25"
"PORT","East African Portland Cement Co. Ltd","11.00","2020-11-25"
"SASN","Sasini Tea and Coffee Limited","17.10","2020-11-25"
"SCAN","ScanGroup Limited","6.12","2020-11-25"
"SCBK","Standard Chartered Bank Limited","146.75","2020-11-25"
"SCOM","Safaricom Limited","32.00","2020-11-25"
"SGL","Standard Group Limited","25.30","2020-11-25"
"TCL","Trans Century Limited","1.21","2020-11-25"
"TOTL","Total Kenya Limited","22.95","2020-11-25"
"TPSE","TPS Eastern Africa Serena Limited","13.65","2020-11-25"
"UCHM","Uchumi Supermarket Limited","0.29","2020-11-25"
"UMME","Umeme Limited","7.14","2020-11-25"
"UNGA","Unga Group Limited","30.05","2020-11-25"
"WTK","Williamson Tea Kenya Limited","128.50","2020-11-25"
"XPRS","Express Kenya Limited","2.92","2020-11-25"
"ABSA","Absa Bank Kenya Plc","9.34","2020-11-26"
"ARM","ARM Cement Limited","5.55","2020-11-26"
"BAMB","Bamburi Cement Limited","28.05","2020-11-26"
"BAT","British American Tobacco Kenya","371.50","2020-11-26"
"BERG","Crown Paints Kenya Limited","40.00","2020-11-26"
"BKG","Bank of Kigali Group Limited","14.00","2020-11-26"
"BOC","BOC Kenya Limited","69.25","2020-11-26"
"BRIT","Britam Holdings Limited","7.24","2020-11-26"
"C&G","Car and General Kenya Limited","22.50","2020-11-26"
"CABL","East African Cables Limited","1.38","2020-11-26"
"CARB","Carbacid Investments Limited","9.84","2020-11-26"
"CFC","Stanbic Holdings Limited","83.00","2020-11-26"
"CFCI","Liberty Kenya Holdings Limited","7.56","2020-11-26"
"CIC","CIC Insurance Group Limited","2.03","2020-11-26"
"COOP","Co-operative Bank of Kenya Limited","11.50","2020-11-26"
"DCON","Deacons East Africa Plc","0.45","2020-11-26"
"DTK","Diamond Trust Bank Kenya Limited","63.50","2020-11-26"
"EABL","East African Breweries Limited","155.00","2020-11-26"
